Date,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24,h25,h26,h27,h28,h29,h30,h31,h32,h33,h34,h35,h36,h37,h38,h39,h40,h41,h42,h43,h44,h45,h46,h47
2018-11-02,42.57691118259464,39.921395892657216,38.74904361027165,38.20084715138214,38.42572793971998,39.27949670069005,48.71450531013275,54.79353160630544,61.75881275610823,62.29446453424404,59.9796841081765,58.53383394029032,53.04288103819787,52.99164750325595,51.59239287416317,53.36713680706943,56.681403166848426,68.46571187335611,70.12782599916747,67.80797907150824,63.05340683200656,56.89726401852644,57.3397567644719,51.40836191845816,48.83723108580543,44.863578762585874,44.405548883713614,42.54917345381325,42.98416062381284,42.6478188675955,47.768439650062795,50.575844553338634,55.80459216646748,59.59945534585751,60.208520943128796,55.77328251464779,50.80620728433422,47.61608774361711,48.51143666051904,49.070778575310975,51.66273603073216,59.684838691622915,64.69457407454291,62.63862022060462,54.7557438626612,54.57067130209079,53.641740491413564,50.93477560726747
2018-11-03,49.01868814115812,45.76849683137915,46.947324063660986,46.129880514339824,44.38322099791614,44.80022362794696,47.488476696764536,52.52965875371969,55.50310924466088,63.28691155166853,61.53763539065859,56.69415950668339,53.25315511002839,49.42270945838338,50.1143176143397,49.99874018233141,55.41868255718912,67.72230952176565,66.45801247766433,63.35056803268409,54.66362751667781,47.54693132352797,52.3475929584809,49.78089297467701,48.15848996867625,46.63217285555715,44.72897372648455,42.04281552709072,45.04060301202957,43.20376270709623,45.22661803627362,48.32057208828826,49.97303479388394,54.33556879822558,54.10772312444463,54.9342021584019,55.915663341595895,54.324062030648534,53.402929580797384,56.017937835530226,56.38521295250625,64.47693513076223,67.745504274232,64.7149673031983,60.64799330838079,54.78800548499572,54.121542886532986,51.56814436759871
2018-11-04,46.62747237886317,43.350870948718985,42.661914176409496,41.70109463039226,41.69558752282718,42.56503439162332,44.25739131407566,46.80198936651231,50.91594501117769,55.66211180885416,53.05573910165323,52.68875086093704,50.12342014571614,50.57762226255322,51.21632233478779,51.79369153234612,55.39350201124684,68.00415688221572,62.75883730241587,58.77469718270397,52.30777535771265,50.66900275692026,51.82739067601955,49.58823037379207,48.45140236983595,43.981456852206826,43.13502312586615,41.750097255224354,41.31997918586053,43.32309806985921,52.922464915645236,63.04909498180209,64.70293181288972,68.54263451654342,65.36338484556327,66.8529223436599,64.38315722451757,63.869043360254274,63.16885556465212,67.81309970347878,70.29301748366208,77.62975244403253,72.40993183110494,70.29957523001687,58.87490062860295,55.07081942973707,50.390561926127816,52.65942615582178
2018-11-05,49.90754471373614,46.4533497882961,44.14953747958504,42.25309303374457,42.23322730401718,43.24258791920571,57.26916031664894,60.92733425328773,64.71584453879223,66.86027605020907,65.27238602283458,67.1202382025726,68.16781950456948,62.64641440418482,66.68753057803606,64.16054171329579,72.52914086899904,78.40261310666104,82.31050740275626,71.87361674638257,59.76432516188792,59.0934297898196,53.52887403680943,51.06712706511794,55.226185454462616,48.79173585153703,47.2709070968051,43.70576570416204,43.01056205818129,45.98600293910636,56.40587451772606,65.7277979012964,69.59282503074002,73.39624812757282,68.29364537195362,64.2371703461585,61.63678251953912,61.77260912251347,60.78021027421546,62.259147289078676,64.6322524569601,74.64311391434299,74.30516221010794,69.22614597435222,61.016591272836706,56.43445990661462,52.86814902011605,52.26872271878134
2018-11-06,53.14182544025756,45.94235825771074,44.65103240786227,42.87983861812939,41.0969402812325,44.33441852428697,58.5988337120783,68.14103274502494,69.93681341789663,73.5480922233847,65.66425885039331,63.818351236217694,58.92718221080835,60.16459194516375,57.86538014791813,57.91770385194537,64.14735042743317,74.8801312929091,72.46522026035248,65.71353796975443,52.698848223289644,53.55346172428671,52.39482852686145,48.86469131438531,46.85902843749427,44.76603284329154,43.82089576875016,41.15393499835642,39.959928751897735,43.76276458886215,51.82733257839668,62.20125095569471,63.844722246915296,66.61011030932691,64.28835925646709,60.61722211197865,56.110842167221534,56.43908367391663,58.990901537715786,60.91856926898713,65.39034547289384,79.5047707542595,71.88845652749205,64.05192630917792,59.14920432786536,54.49794829206834,51.21763961639082,50.16365901684627
2018-11-07,48.63973588263489,43.92451816015952,42.50043447537689,41.8521282702393,40.58426527181932,42.63976911329514,52.05226924249774,61.76440673893136,64.13289353849541,71.12503464694728,70.18745337890083,61.97196940067447,57.94045513416481,56.03388617786482,58.862556932405695,60.53773025569549,62.85573489089165,79.24850336248953,74.56308189680956,70.67168098405638,57.72530217447456,54.10362034996047,50.85257028088504,48.77438744361505,49.059135118323255,45.05852976504984,44.55186826480314,42.30623107638392,43.34659006301672,44.81498199999172,52.12728328167666,63.61751549422996,64.27192721260505,70.91176908525824,69.35662657286181,66.8918653230195,62.531440093563184,63.4832875782366,64.29838422387338,68.89239229779642,73.78642167282275,84.41289933406483,80.63017347038831,76.89317997393363,64.12046506817882,60.591382233600015,58.236548427772746,53.43999558349866
2018-11-08,45.73117947307863,44.96602574916438,42.392520685747726,41.67477697864757,41.77833878062383,43.82195763469525,52.28647557823591,63.70059179595677,63.39728672255266,67.98843165242457,67.88099153810641,64.50016842795517,62.06248799933507,61.923733477006586,64.55087667953093,68.38277537483128,75.57143589710456,86.36029616362421,83.02625009093032,77.46302110371141,62.62554239833153,59.32260030466831,57.3293650135084,51.364407887109934,50.01566993158625,47.47352590787658,45.8444025007188,44.71640199276706,44.58617670650538,45.66312146864859,54.66642318203759,64.67140732223137,66.55694038487529,69.23493415640142,66.77171844920005,63.646085354542144,62.341726989910406,58.11680282633379,57.4235781269375,59.221424631068345,63.321048138060924,76.07820601349383,75.72546669182805,64.75237628151415,59.80933208619423,54.0183922038207,49.270056594053365,50.16809580161651
2018-11-09,49.01315787813793,47.37638796312428,43.98969847890021,44.76516311243992,42.91479262354388,44.823815395509456,57.30966304329904,68.009799860173,72.02767143614203,75.23012092970508,73.21223100080189,65.62943113863905,62.9439629028184,59.64060141962048,56.522148183640645,58.67202024032383,65.312083728029,76.95355553004711,77.87694805473771,68.23033087874724,61.95342222796165,51.476467846068594,48.70375990475821,49.3948068142648,48.753324836353904,44.12215013115842,41.517956262504484,40.3712015202611,40.61336395018815,40.63185172592742,45.14794421055836,49.16003714384406,54.174965773966505,60.130267108864125,61.413294435391094,57.09802531360131,55.606268855091535,56.15083125593162,55.571614355948405,57.60627655753449,58.294320612271974,72.31815336166356,72.59420212577027,70.50017967851394,61.431999267782366,56.88918191586494,56.16693546567629,52.842838725651
2018-11-10,49.116509614138565,44.39086227138364,42.1445657056155,41.53934251586071,41.136585937276536,40.91960303690633,46.02038390049833,46.714668610319904,48.05099865830474,58.97724765383651,57.04215926175014,52.935230642144525,49.83255725303821,49.03300155174849,48.66417877283583,51.175362955154135,56.62985515640517,69.29296962887294,72.29603573225145,66.37427220119753,60.9165726608381,57.13198349548634,57.36299674642247,51.669288657529634,52.44089697049377,47.98080808817928,44.84212610089259,41.360698309841574,39.59794455676436,40.651541703531976,44.52967114041211,46.197177964355525,47.70740211299971,51.65224455833228,52.427227179840834,50.71471612862949,52.76755260040893,49.32736100291181,47.430482976123116,47.53174262369991,49.862708019574846,63.669466180860155,67.17557786651955,66.53282031403843,60.758749231515004,57.88899675833959,54.58036467602588,53.18007461529318
2018-11-11,51.75613040440638,47.36290959070945,44.99067332196989,43.47659239845977,40.64192438653992,42.18360741793005,45.22453054736105,48.81220365782848,49.98346092123957,54.03583726568104,54.19282542321199,55.01670831212136,54.8796544964511,50.47117163633671,48.76489206414544,48.90845446466077,52.60266701412549,65.78511041010063,67.62486422795664,72.29525836708643,64.8335125235294,57.85542368975623,56.22463918747084,54.31922730941863,53.41365869464332,46.54311757982873,45.36462013487886,44.41417358372505,42.570056469363834,46.18605725271887,58.824346247773846,70.31449366560159,69.58833275352106,73.01699243352823,72.9567295405233,71.264006285721,65.81197488554439,64.8912246785331,66.1285262785164,68.68087412374545,76.5180295135871,89.5431194193314,83.18830407928527,74.18735215907253,66.55491643969351,58.284596243356184,54.34222178442168,51.574709215087225
