Date,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23
2018-11-02,42.580476128809615,39.92535627694219,38.869156004086925,38.200223649579954,38.42727854193948,39.278454491929985,48.70669073147317,54.79540902097686,61.758813283958695,62.29446445472892,59.97973133022083,58.533834387695194,53.04288084554617,52.99087013578646,51.436422375405016,53.372578352691974,56.68882664463949,68.46342085677465,70.16216485731582,67.83506115806584,63.07612925057184,56.90928821679026,57.34617760290497,51.4055832099658
2018-11-03,49.01755244465882,45.7663378363645,46.92747764719628,46.13203006633711,46.605047163257666,44.80241364266351,47.49000152585359,52.53070590526704,55.50310940201098,63.28691164054965,61.53761808211929,56.69053875497542,53.256033653969624,49.42394875306478,50.113133397142214,49.998517905647496,55.417415736981376,65.61934018579738,66.42764445626263,63.33793551789904,54.656263026592065,47.56063822969216,52.34768652663843,49.78366149544361
2018-11-04,46.63931235708866,43.35487101375698,42.70179392372616,41.70142390717997,41.70023285277178,42.567009998591644,44.25804839157678,46.75004503830639,50.91543772994948,55.66067166760794,53.05155887525091,52.695032558415974,50.12906035279816,50.58001084925326,51.21635733870467,51.79556886517691,55.396222702745085,68.00954999627339,62.76083269575653,58.752733845447295,52.27287640194984,50.60514995220538,51.809168067019165,49.5876075428855
2018-11-05,49.909624385764545,46.45438020612148,44.28166265295904,42.25235217080605,42.23207315415244,43.242533261775804,57.27650239864667,60.93195346501106,64.7153732066987,66.8618438473848,65.27247480655805,67.12039731159116,68.24503348384606,62.64380025903321,66.69730899987098,64.16587454755776,72.54896014791461,78.39471322871894,82.33470287426687,72.05435097444035,59.79667023307935,59.107292291487674,53.529521336451964,51.069185622026396
2018-11-06,53.14168333266574,45.943064691321965,44.64200134393677,42.88094516845739,41.09840533143594,44.33587144483806,58.606290003466796,68.13803742345776,69.93764110867015,73.54879957841823,65.66175413245885,63.810685386169084,58.926218608870506,60.08836838700819,57.86145460024149,57.918409010627165,64.14484313002528,74.88829289337593,72.46815441699783,65.70178758821838,52.695801126925126,53.55601916666012,52.395552639010816,48.864840370426435
2018-11-07,48.63909161159128,43.9248931892917,42.5000235374122,41.85283427417573,40.58435545368684,42.63885897310861,52.03648131898844,61.77061181735485,64.13260595840856,71.11558767659244,70.18653692801456,61.98124563750751,57.93550606066576,56.038424851643235,58.85896985534338,60.53667177144788,62.85637998847331,79.24817094719242,75.58638814698472,70.66146696120124,59.20967510048216,54.107836238986195,50.85295040880707,48.77390268756423
2018-11-08,45.729242512176455,44.96262245235983,42.39837131313401,41.67560596771736,41.78118968385929,43.8226979769907,52.32371356323414,64.08674743338376,63.39728673055705,67.98056480116801,67.88125960184561,64.51013449426144,62.066824074990826,61.60585816254369,64.55244755232296,68.38691659367007,75.79370382450662,86.35893193322474,83.03553148190747,78.1356077402786,62.63294606052892,59.335973589327054,57.32894294598923,51.36515581970645
2018-11-09,49.013499891414995,47.37785341034614,43.98429438714814,44.766717353086094,42.917838463711135,44.82392034413257,57.30949151786161,67.99024783540703,72.02818900173563,75.23116300814318,73.27417068940173,65.6390322916976,62.94841674917807,59.63900266956799,56.51937389657993,58.673831330859514,65.27038477776763,76.9489356530411,77.87550982310108,68.30643987607733,61.92361767061341,51.28600358929682,48.70363018704443,49.39663752235196
2018-11-10,49.11821583189672,44.3916405791104,42.1337046259073,41.53945776346466,41.11863835159932,40.92007055453216,46.02298446352206,46.71849503523637,48.05108381730132,58.97724945282777,57.04399275621305,52.931147787604836,49.8352676662725,49.03012207381704,48.74398244916863,51.179484310680905,56.63263785745261,69.34830899679925,72.29319154547902,66.38416348232083,60.92695121243359,57.134978929102886,57.36218678496619,51.67023090548507
2018-11-11,51.76042918800053,47.381634463284385,44.98047804413787,43.476416589528114,40.64358671943583,42.183883641210784,45.2251705391679,48.81233669778573,49.983462054791765,54.035838274734296,54.19219460814115,55.01777134836978,54.876625565982195,50.47788742535514,48.765854839986105,48.90803698413125,52.60646892155441,65.7917254439733,67.63054393597994,72.36931385415045,64.84350725306008,57.8551330995532,56.22601222484873,54.31984052896458
2018-11-12,51.395814092333254,51.363653127462015,48.868739877845755,44.801802213642226,43.089716600114386,45.3373601734121,58.635397679189715,67.77357057086832,66.03339658981322,68.84062862782025,71.26321586619568,71.312097053244,68.95003669110261,70.49343519480232,67.17890078193012,76.56198972652649,87.55444405643331,96.73453224739852,90.55315966752069,84.96956699804558,68.17752002133135,58.45949153305474,56.30578993946069,54.445625722684376
2018-11-13,46.408620851192616,46.61014326925059,42.753603485204515,41.5408531990164,38.26063689782315,42.085585874216854,51.04805034149292,61.2547229295764,67.44336209986119,68.8868980140053,69.27471609249807,64.05848062303467,61.063324325785615,62.12750650775327,55.56542074753338,62.32556382061759,64.11479471086295,75.98928607412489,80.67642920364665,73.55075913259374,65.69586482411006,55.79333648716195,50.37729230776292,51.815103265080744
2018-11-14,48.92780871451814,51.46060817482792,47.74482320508116,47.222105875507296,44.834811932510696,49.642921433456046,55.28756362389819,67.88455163424615,68.43930464362641,69.56871786815174,65.68403190236675,61.152140750331235,60.40887638193925,63.52895612585506,64.93671898072843,72.98453974387243,79.01024354036404,94.23510390566183,84.89483703267997,75.75162088403917,62.23003505970515,60.129689035282254,49.13790606234994,52.40619580851797
2018-11-15,53.30455205765115,52.201597441010534,49.64358193231801,49.47003072041865,50.00975561031758,51.4762851944285,62.287090941327605,73.7255503866997,73.80233866872699,74.15381348936886,70.89009083708568,66.69132455732841,61.42249703817923,61.95880292333237,63.52643412019654,70.02180200421488,79.2116523600045,95.9759658488612,93.49691987970729,81.41022336374212,74.63398016156535,62.23951981781991,55.19758275164497,53.08472989292865
2018-11-16,54.586253808171634,51.712426945775256,50.7063552223521,50.1585734809785,48.212151672474455,52.03312148451099,63.20181837182474,73.0119026181955,77.10657956141006,76.76284058569416,75.90488658754077,70.16357455475432,66.04871934736785,64.87952143251036,65.00008171468369,67.85339780602321,72.58705737517948,82.74660945050333,84.22684611476537,74.3913528409145,61.05711011779502,54.62213319102333,51.18092026952834,51.81950828791257
2018-11-17,54.51260871588364,50.30479097300146,46.47943420245102,46.63765756013815,45.29596666082658,45.794405497293646,51.7630426261428,57.76605858705313,56.83108502948127,64.87290963727125,63.57592290546819,61.64208735696374,58.71092108365373,57.180405564117514,53.88921574853924,53.91575093670661,56.020608166462054,68.07001986077844,67.72678661218866,68.74124648030018,63.60587723981321,57.43877024504406,51.36940174246558,53.42818752442765
2018-11-18,50.22856992293514,48.59103437798608,46.71499632172395,45.31154164701768,42.67789943417365,42.178875700949455,46.1222711338619,48.415884577523265,49.41573332689713,56.58610251105145,55.075186762696454,55.171556287697655,56.48478963684399,56.31168031068156,51.95115594436665,53.77533775274078,57.52087664765063,72.43632148489839,71.7711599143345,68.30101797255682,65.06798057507574,56.25145271318442,54.0613586534145,53.04144202072367
2018-11-19,52.151256539378764,48.70728179769551,45.725746519795095,44.2235801232543,42.014097895477256,44.42999701913198,54.72347775954662,68.37322317587606,65.85160866126482,76.21487130841341,79.38080960617516,80.4217837904834,72.00730074144948,66.74356998248635,64.79790754496474,63.27754910362195,68.04804588049863,87.42797675974886,84.87487476022179,75.03909029424959,62.155419605844074,53.86675403876581,50.29771757353955,51.568049198278075
2018-11-20,46.30644266267107,43.421004074086085,41.77407877298709,41.45861810436525,39.824259170656426,43.35627945582106,52.44618242313847,60.022249239984,64.51093783841162,73.66236017738939,75.79220321218739,63.31054727345901,56.474686200741104,57.895011741722875,58.610056397902554,59.136212522086595,67.50202293223109,87.16592074118662,72.33038486843805,64.74813590253177,57.81506706697044,53.70982218695307,45.046637982749715,47.88277192609482
2018-11-21,44.85371161277687,44.60390758948903,41.949294529629135,41.28552546149321,38.928924785891546,42.99969917739391,49.8261141578601,56.149452619159916,60.75449762332846,67.38318577754488,67.5276496273533,63.67165672562574,63.31050217165998,63.160131149393855,64.73915385930061,67.54218201901458,72.98828497384694,91.15714703729952,74.13941518686102,64.44249866113906,58.9961462215992,54.812406459744814,49.31263387653757,49.911247015854656
